itemId,seriesId,series,flag,detail,file
94821,65136,Marvel Knights Spider-Man,label-ambiguous,the cv rows on vols 2 and 4 are Amazing Spider-Man by JMS books,Marvel Knights Spider-Man Vol. 02 - Venomous (2005) (Digital) (Kileko-Empire).cbr
83309,11478,Marvel Masterworks - Golden Age Marvel Comics,label-ambiguous,vols 1-5 are each held twice (83304/83309 ... 83308/83313),Marvel Masterworks - Golden Age Marvel Comics Vol. 01 (2004) (Digital) (Kileko-Empire).cbr
85941,11486,"Marvel Masterworks - Luke Cage, Hero For Hire",label-ambiguous,"items 83301 and 85941 are duplicate copies of Luke Cage, Hero for Hire Vol. 01","Marvel Masterworks - Luke Cage, Hero For Hire v01 (2015) (Digital) (Zone-Empire).cbr"
84125,11488,"Marvel Masterworks - Luke Cage, Power Man",label-ambiguous,"items 83302 and 84125 are duplicate copies of Luke Cage, Power Man Vol. 02","Marvel Masterworks - Luke Cage, Power Man Vol. 02 (2017) (digital) (Minutemen-Slayer).cbr"
83382,11498,Marvel Masterworks - The Avengers,label-ambiguous,items 83381 and 83382 are duplicate copies of The Avengers Vol. 10,Marvel Masterworks - The Avengers Vol. 10 (2015) (F) (Kileko-Empire).cbz
83984,11502,Marvel Masterworks - The Inhumans,label-ambiguous,items 83452 and 83984 are duplicate copies of The Inhumans Vol. 01,Marvel Masterworks - The Inhumans Vol. 01 (2009) (Digital-Empire).cbr
83289,11503,Marvel Masterworks - The Invincible Iron Man,label-ambiguous,items 83290 and 83289 are duplicate copies of The Invincible Iron Man Vol. 15,Marvel Masterworks - The Invincible Iron Man Vol. 15 (2022) (Digital-Empire).cbr
79065,16887,Marvel Masterworks: Doctor Strange,label-ambiguous,"Strange v1 001-006 are single issues, not collections",Strange v1 01 (of 06) (2004) (Digital) (Zone-Empire).cbr
82848,11548,Marvel Presents,label-ambiguous,"Marvel Presents v1 03-12 are single issues, not collections",Marvel Presents v1 03.cbr
83481,11507,Marvel Special Edition Featuring The Spectacular Spider-Man,label-ambiguous,items 83480 and 83481 are duplicate copies of The Spectacular Spider-Man Vol. 04,Marvel Masterworks - The Spectacular Spider-Man Vol. 04 (2021) (Digital-Empire).cbr
87174,11597,Marvel Super-Heroes,label-ambiguous,"Marvel Super-Heroes v3 001-010 are single issues, not collections",016 Marvel Super-Heroes v3 001.cbz
86687,11600,Marvel Tales,label-ambiguous,"Marvel Tales v2 262 is a single issue, not a collection",010 Marvel Tales v2 262.cbr
88696,47159,Marvel Team-Up,label-ambiguous,"Marvel Team-up v2 01 and v1 117 are single issues, not collections",011 Marvel Team-up v2 01.cbr
114052,11886,Meems and Feefs,label-ambiguous,items 26406 and 114052 are duplicate copies of Meems and Feefs Book 01,Meems and Feefs Book 01 - Ferrets from Planet Ferretonia! (2023) (Andrews McNeel) (digital) (DrVink-DCP).cbz
109429,12027,Midnight Western Theatre,label-ambiguous,"Midnight Western Theatre v01 is a single issue, not a collection",Midnight Western Theatre v01 (2021) (Scout) (digital) (DrVink-DCP) (RC).cbz
118629,12076,Miles Morales - Spider-Man,label-ambiguous,items 48144 and 118629 are duplicate copies of Gang War,Miles Morales - Spider-Man Vol. 03 - Gang War (2024) (Digital) (Shan-Empire).cbz
106870,11130,Mome,label-ambiguous,vols 1-10 are each held twice (24309/106870 ... 24318/106879),MOME Vol. 01 - Summer 2005 (2005) (digital) (Minutemen-BadApples).cbr
101944,12313,Monsters Unleashed,label-ambiguous,"Monsters Unleashed v2 001-012 are single issues, not collections",Monsters Unleashed v2 001 (2017) (Digital) (Zone-Empire).cbr
83730,12338,Moon Knight Epic Collection,label-ambiguous,items 83624 and 83730 are duplicate copies of Bad Moon Rising,Moon Knight Epic Collection Vol. 01 - Bad Moon Rising (2014) (Digital) (F) (Zone-Empire).cbr
109927,12417,Mr Easta,label-ambiguous,"Mr. Easta v01 is a single issue, not a collection",Mr. Easta v01 (2022) (Scout) (digital) (DrVink-DCP) (RC).cbz
83768,12429,Ms Marvel - The New Mutant,label-ambiguous,items 50011 and 83768 are duplicate copies of The New Mutant Vol. 02,Ms. Marvel - The New Mutant Vol. 02 (2024) (Digital) (Kileko-Empire).cbz
6514,12506,My Bad,label-ambiguous,"My Bad v2 001-005 are single issues, not collections",My Bad v2 001 (2022) (digital) (Son of Ultron-Empire).cbr
98896,12603,MyS-Tech Wars,label-ambiguous,"Mys-Tech Wars v1 001-004 are single issues, not collections",067 - Mys-Tech Wars v1 001.cbr
106891,12744,Necroscope,label-ambiguous,"Necroscope #1 and #5 are single issues, not collections",Necroscope #1 TPB.cbr
106903,12776,Neon Future,label-ambiguous,"Neon Future v2 001-005 are single issues, not collections",Neon Future v2 001 (2020) (3 covers) (Digital-Empire).cbr
42203,12778,Neon Genesis Evangelion - Legend of the Piko Piko Middle School Students,label-ambiguous,items 42202 and 42203 are duplicate copies of Piko Piko v02,Neon Genesis Evangelion - Legend of the Piko Piko Middle School Students v02 (2017) (Digital) (danke-Empire).cbz
116634,12792,New Avengers,label-ambiguous,"vols 1 and 5 are held twice (52853/116634, 52857/117912)",New Avengers Vol. 01 - Breakout (2005) (digital) (Minutemen-Slayer).cbr
118875,12793,New Avengers - A.I.M.,label-ambiguous,items 52914 and 118875 are duplicate copies of A.I.M. Vol. 03,New Avengers - A.I.M. Vol. 03 - Civil War II (2016) (Digital) (Kileko-Empire).cbr
116656,12860,New X-Men,label-ambiguous,"New X-Men v02 020-023 are single issues, not collections",New X-Men v02 020 (2006) (digital-Empire).cbz
92687,65354,Nightcrawler (2014),label-ambiguous,"Nightcrawler v4 001-012 are single issues, not collections",001 Nightcrawler v4 001 (2014) (Digital) (Zone-Empire).cbr
106938,13033,Nobody Can Eat,label-ambiguous,"Nobody Can Eat 50 Eggs v1-v9 are single issues, not collections",Nobody Can Eat 50 Eggs v1 (2013) (Digital) (BlurPixel-Empire).cbr
14554,13057,Norse Mythology,label-ambiguous,"vols 1-2 are each held twice (14557/14554, 14558/14555)",Norse Mythology Vol. 01 (2021) (digital) (Son of Ultron-Empire).cbr
116824,13077,Nova,label-ambiguous,"Nova v4 002-003 and v5 004-010 are single issues, not collections",Nova v4 002 (2007) (digital-Empire).cbz
103362,13169,Official Handbook Of The Marvel Universe,label-ambiguous,Official Handbook V1982 014 and V1985 019 are single issues,"Official Handbook Of The Marvel Universe V1982 014 (March, 1984) - Book of the Dead and Inactive II - Marvel Boy to Zuras.cbr"
10476,13198,Old City Blues,label-ambiguous,"Old City Blues v2 01-04 are single issues, not collections",Old City Blues v2 01 (of 4) (2013) (Digital) (Darkness-Empire).cbr
118134,13205,Old Man Logan,label-ambiguous,items 97888 and 118134 are duplicate copies of Vol. 00 - Warzones!,Old Man Logan Vol. 00 - Warzones! (2015) (Digital) (Zone-Empire).cbr
40452,23759,Onepunch-man,label-ambiguous,"Onepunch-Man ch093-104 are single chapters, not collections",Onepunch-Man ch093 (v3) (Webcomic) (Batoto).cbr
7989,13515,Pep Comics,label-ambiguous,"PEP Comics 001 Facsimile Edition is a single issue, not a collection","PEP Comics 001 (Facsimile Edition) (1940, 2025) (Forsythe-DCP).cbr"
89265,13784,Peter Parker: Spider-Man,label-ambiguous,"Peter Parker Spiderman V2 024 and v1 084 are single issues, not collections",012 Peter Parker Spiderman V2 024.cbr
118903,13786,Peter Parker: The Spectacular Spider-Man,label-ambiguous,items 95178 and 118903 are duplicate copies of Spider-Geddon,Peter Parker - The Spectacular Spider-Man Vol. 05 - Spider-Geddon (2019) (Digital) (Kileko-Empire).cbz
68957,13895,Plastic Man,label-ambiguous,"Plastic Man v2 001-020 are single issues, not collections",Plastic Man v2 001 (1966) (Reedit) (Team-DCP).cbr
13493,13934,Polar,label-ambiguous,items 13493 and 14187 are duplicate copies of Polar v03,Polar v03 (2016) (Digital) (BlackManta-Empire).cbr
68983,13939,Police Comics,label-ambiguous,"Police Comics 001 Facsimile Edition is a single issue, not a collection","Police Comics 001 (1941, 2024) (Facsimile Edition) (digital) (Son of Ultron-Empire).cbr"
108427,13965,PortalBound,label-ambiguous,"PortalBound v1 00-005 are single issues, not collections",PortalBound v1 00 (of 05) (2018) (Digital) (Thornn-Empire).cbr
69200,65436,Power Girl (2009),label-ambiguous,"Power Girl v2 013-027 are single issues, not collections",Power Girl v2 013 (2010) (digital-Empire).cbz
112923,14138,Promethea,label-ambiguous,"all three Deluxe books are held twice (6834/112923, 6835/112924, 6836/112925)",Promethea - The 20th Anniversary Deluxe Edition Book 01 (2019) (digital) (Son of Ultron-Empire).cbr
21949,14147,Prophecy,label-ambiguous,items 21948 and 21949 are duplicate copies of Prophecy v01,Prophecy Vol. 01 (2013) (Digital) (DR & Quinch-Empire).cbr
82458,65459,Punisher,label-ambiguous,"the Punisher v3 items are single issues, not collections",Punisher v3 001 - Condemned.cbr
88431,65459,Punisher,label-ambiguous,items 82468 and 88431 are duplicate copies of Punisher v3 011,021 Punisher v3 011 (1996) (digital) (Minutemen-Bluntman).cbr
117935,14216,Punisher War Journal: Secret Invasion,label-ambiguous,items 82491 and 117935 are duplicate copies of Secret Invasion,Punisher War Journal Vol. 05 - Secret Invasion (2016) (Digital) (Kileko-Empire).cbz
108860,14285,Queen & Country: Declassified,label-ambiguous,Queen & Country - Declassified v1-v3 01-03 are single issues,Queen & Country - Declassified v1 01 (of 03) (2002) (Mr_Xcitement-OCD).cbr
11722,5373,R.A. Salvatore's DemonWars: Trial by Fire,label-ambiguous,"all ten DemonWars ""collections"" across two Series are 23-35 pp single issues",DemonWars v1 - Trial by Fire 001.cbr
118927,14352,Ragman,label-ambiguous,"Ragman v1 001-005 are single issues, not collections",Ragman v1 001.cbz
81234,19425,Rampaging Hulk,label-ambiguous,"The Rampaging Hulk v1 001-009 are magazine issues, not collections",The Rampaging Hulk v1 001 (1977).cbz
107155,14310,RASL,label-ambiguous,items 26323 and 107155 are duplicate copies of the RASL Omnibus,RASL Omnibus (Full Color Edition) (2013) (Digital) (TheArchivist-Empire).cbr
83336,14413,Rawhide Kid,label-ambiguous,"both volumes are held twice (83198/83336, 83199/83337)",Marvel Masterworks - Rawhide Kid v01 (2014) (digital-Empire).cbr
111899,14764,Robotech: The Macross Saga,label-ambiguous,items 110504 and 111899 are duplicate copies of The Macross Saga Vol. 01,Robotech Archives - The Macross Saga v01 (2018) (Digital-Empire).cbr
118877,14788,Rocket Raccoon and Groot,label-ambiguous,items 80335 and 118877 are duplicate copies of Civil War II,Rocket Raccoon and Groot Vol. 02 - Civil War II (2016) (Digital) (Zone-Empire).cbr
89390,65547,Rogue,label-ambiguous,"Rogue v2 01-04 are single issues, not collections",001 Rogue v2 (Icons) 01 (of 4) (2001) (Minutemen-Syl3ntBob).cbz
107259,14814,Rogues!,label-ambiguous,"the Rogues! v3 and v5 items are single issues, not collections",Rogues! v3 003 (2016) (Digital) (TheArchivist-Empire).cbr
107252,14817,Rogues! - The Cold Ship,label-ambiguous,"Rogues! v2 01-05 are single issues, not collections",Rogues! v2 - The Cold Ship 01 (of 05) (2014) (Digital) (Monafekk-Empire).cbr
107262,14815,Rogues!: Odd Parenthood,label-ambiguous,"Rogues! v4 01-05 are single issues, not collections",Rogues! v4 - Odd Parenthood 01 (of 05) (2016) (Digital) (TheArchivist-Empire).cbr
107257,14816,Rogues!: The Burning Heart,label-ambiguous,"Rogues! v3 01-02 are single issues, not collections",Rogues! v3 - The Burning Heart 01 (of 05) (2014) (Digital) (TheArchivist-Empire).cbr
90979,35875,Runaways,label-ambiguous,"Runaways v03 010 is a single issue, not a collection",039 Runaways v03 010 (2009) (digital-Empire).cbz
110520,14893,Ryuko,label-ambiguous,"both volumes are held twice (107274/110520, 107275/110521)",01 Ryuko Vol. 01 (2019) (Digital) (F2) (XRA-Empire).cbz
29225,14961,Sad Sack Comics,label-ambiguous,"Sad Sack Comics 274 is a single issue, not a collection",Sad Sack Comics 274  (V407).cbr
26451,14965,Safer Places,label-ambiguous,items 25340 and 26451 are duplicate copies of Safer Places,Safer Places (2024) (Avery Hill) (Digital-HD) (LeDuch).cbz
45936,24303,Samurai Executioner,label-ambiguous,items 40797/45936 through 40806/45945 are duplicate copies of vols 1-10,Samurai Executioner v01 - When the Demon Knife Weeps (2004) (Digital) (lfp-DCP).cbz
93231,15080,Savage Avengers,label-ambiguous,six volumes are each held twice (53047/93231 ... 53051/93235),Savage Avengers Vol. 01 - City of Sickles (2020) (Digital) (Kileko-Empire).cbz
28412,15165,Scooby-Doo!,label-ambiguous,"Scooby-Doo 017-020 are single issues, not collections",Scooby-Doo 017 (1998) (OllietheOx) (from TPB).cbr
6541,65606,Second Coming,label-ambiguous,"the Second Coming v2/v3 items are single issues, not collections",Second Coming v3 001 - Trinity (2023) (digital) (Son of Ultron-Empire).cbr
53067,15232,Secret Avengers,label-ambiguous,"Secret Avengers v3 001-015 are single issues, not collections",Secret Avengers v3 001 (2014) (Digital) (Zone-Empire).cbr
110538,15269,Secret Life of Pets,label-ambiguous,Secret Life of Pets v1-v2 001-002 are single issues,Secret Life of Pets v1 001 (2019) (GreenGiant-DCP).cbr
117116,65609,Secret Warriors,label-ambiguous,"items 93251 and 117116 are duplicate copies of Vol. 02 - God of Fear, God of War","07 Secret Warriors v02 - God of Fear, God of War (2010) (Digital) (F) (Kileko-Empire).cbz"
118890,65609,Secret Warriors,label-ambiguous,items 93263 and 118890 are duplicate copies of the 2017 Vol. 01 - Secret Empire,Secret Warriors Vol. 01 - Secret Empire (2017) (Digital) (Kileko-Empire).cbr
108926,15307,Secrets of Camp Whatever,label-ambiguous,items 108923 and 108926 are duplicate copies of Vol. 01,Secrets of Camp Whatever Vol. 01 (2021) (Digital) (Relic-Empire).cbz
22223,65613,Seduction of the Innocent,label-ambiguous,items 22195 and 22223 are duplicate copies of v01,Vampirella - Seduction of the Innocent v01 (2020) (Digital) (DR & Quinch II-Empire).cbr
37158,65629,Shadowhawk,label-ambiguous,"the Shadowhawk v1 items are single issues, not collections",Shadowhawk v1 000 (1994).cbr
37193,65631,ShadowHawk,label-ambiguous,"Shadowhawk v3 01-05 are single issues, not collections",Shadowhawk v3 01 (2010) (2 covers) (Minutemen-TwizToons).cbr
37178,65630,Shadowhawk (2005),label-ambiguous,"the Shadowhawk v1/v2 items are single issues, not collections",Shadowhawk v2 001 (2005) (digital-sd-Empire).cbr
14700,47160,Shaolin Cowboy,label-ambiguous,"The Shaolin Cowboy 001-007 are single issues, not collections",The Shaolin Cowboy 001 (v54) (2004) (digital) (Son of Ultron-Empire).cbr
69700,15495,Shazam!,label-ambiguous,"both volumes are held twice (69698/69700, 69699/69701)",SHAZAM! - The World's Mightiest Mortal Vol. 01 (2019) (digital) (Son of Ultron-Empire).cbr
117937,65640,She-Hulk,label-ambiguous,items 93975 and 117937 are duplicate copies of Vol. 08 - Secret Invasion,She-Hulk Vol. 08 - Secret Invasion (2015) (Digital) (Kileko-Empire).cbz
14617,15563,Shock Shop,label-ambiguous,items 14616 and 14617 are duplicate copies of Shock Shop Vol. 01,"Shock Shop v01 - Something in the Woods, in the Dark and Familiars (2023) (digital) (Son of Ultron II-Empire).cbr"
17266,15574,Showcase,label-ambiguous,"Showcase v1 097-099 are single issues, not collections",01 Showcase v1 097.cbr
88514,65644,Silver Surfer (1987),label-ambiguous,"Silver Surfer v3 123 is a single issue, not a collection",008 Silver Surfer v3 123 (1996) (Beast's Library).cbr
115155,15764,Sleeper,label-ambiguous,"Sleeper v1 01-12 and v2 001-012 are single issues, not collections",Sleeper v1 01.cbr
102640,15771,Sleepwalker,label-ambiguous,"Sleepwalker v1 001-033 are single issues, not collections",Sleepwalker v1 001 (1991) (Digital) (Zone-Empire).cbr
111306,15854,Solar: Man of the Atom,label-ambiguous,"50+ Solar Man of the Atom v2 items are single issues, not collections",062. Solar Man of the Atom v2 11.cbz
31275,15894,Sonic The Hedgehog 30th Anniversary Celebration: The Deluxe Edition,label-ambiguous,items 31284 and 31275 are duplicate copies of the 30th Anniversary Deluxe Edition,Sonic The Hedgehog - 30th Anniversary Celebration - The Deluxe Edition (2022) (Digital-Empire).cbz
108433,15932,Soulfire,label-ambiguous,"Soulfire v7 001-003 are single issues, not collections",Soulfire v7 001 (2018) (Digital) (Thornn-Empire).cbr
117889,16006,Spectacular Spider-Man,label-ambiguous,items 95171 and 117889 are duplicate copies of Vol. 04 - Disassembled,Spectacular Spider-Man Vol. 04 - Disassembled (2016) (Digital) (Kileko-Empire).cbr
118905,16053,Spider-Gwen: Ghost-Spider,label-ambiguous,items 93694 and 118905 are duplicate copies of Spider-Geddon,Spider-Gwen - Ghost-Spider Vol. 01 - Spider-Geddon (2019) (Digital) (Zone-Empire).cbr
89133,16102,Spider-Man - Marrow,label-ambiguous,"Spider-Man - Marrow v1 001 is a single issue, not a collection",010 Spider-Man - Marrow v1 001.cbr
118879,16131,Spider-Man 2099,label-ambiguous,items 52133 and 118879 are duplicate copies of Vol. 05 - Civil War II,Spider-Man 2099 Vol. 05 - Civil War II (2017) (Digital) (F) (Kileko-Empire).cbz
118504,16262,Spider-Woman (2020-),label-ambiguous,items 95919 and 118504 are duplicate copies of King in Black,Spider-Woman Vol. 02 - King in Black (2021) (Digital-Empire).cbr
96036,16344,Squadron Supreme,label-ambiguous,"Squadron Supreme v4 001-005 are single issues, not collections",Squadron Supreme v4 001 (2015) (digital) (Oroboros-DCP).cbr
29771,16362,Stable,label-ambiguous,items 29944 and 29771 are duplicate copies of Stable v01,Stable v01 (2021) (digital) (Son of Ultron-Empire).cbr
28713,65714,Star Trek,label-ambiguous,"the Star Trek v1 items are single issues, not collections",Star Trek v1 001.cbz
31929,16400,Star Trek / Legion of Super-Heroes,label-ambiguous,items 28692 and 31929 are duplicate copies of Legion of Super-Heroes,Star Trek - Legion of Super-Heroes (TPB)(2012)(Digital)(TLK-EMPIRE-HD).cbr
28889,16434,Star Trek TNG,label-ambiguous,"Star Trek TNG v1 001-080 are single issues, not collections",Star Trek TNG v1 001.cbz
104198,16641,Star Wars,label-ambiguous,items 104127 and 104198 are duplicate copies of Vol. 03 - War of the Bounty Hunters,Star Wars Vol. 03 - War of the Bounty Hunters (2022) (Digital) (Kileko-Empire).cbz
104199,16641,Star Wars,label-ambiguous,items 104048 and 104199 are duplicate copies of Vol. 04 - Crimson Reign,Star Wars Vol. 04 - Crimson Reign (2022) (Digital) (Kileko-Empire).cbz
103706,16521,Star Wars - Darth Vader,label-ambiguous,items 104128 and 103706 are duplicate copies of Vol. 03 - War of the Bounty Hunters,Darth Vader by Greg Pak Vol. 03 - War of the Bounty Hunters (2022) (Digital) (Kileko-Empire).cbz
104046,16521,Star Wars - Darth Vader,label-ambiguous,items 103707 and 104046 are duplicate copies of Vol. 04 - Crimson Reign,Star Wars - Darth Vader by Greg Pak v04 - Crimson Reign (2022) (Digital) (Kileko-Empire).cbz
105917,16571,Star Wars - Return of the Jedi,label-ambiguous,Dawn of the Jedi Vol. 01 is filed under a Return of the Jedi Series,"Star Wars - Dawn of the Jedi Vol. 01 - Force Storm (2012, DH Edition) (Digital-HD-Empire).cbr"
104405,16624,Star Wars - X-Wing Rogue Squadron,label-ambiguous,the cv row on X-Wing Rogue Squadron v2 is an Epic Collection book,Star Wars Omnibus - X-Wing Rogue Squadron v2 (2015) (Marvel Edition) (Digital) (Kileko-Empire).cbr
104044,16680,Star Wars: Bounty Hunters,label-ambiguous,items 104040 and 104044 are duplicate copies of Vol. 04 - Crimson Reign,Star Wars - Bounty Hunters v04 - Crimson Reign (2022) (Digital) (Kileko-Empire).cbz
104129,16680,Star Wars: Bounty Hunters,label-ambiguous,items 104039 and 104129 are duplicate copies of Vol. 03 - War of the Bounty Hunters,05 Star Wars - Bounty Hunters Vol. 03 - War of the Bounty Hunters (2022) (Digital) (Kileko-Empire).cbz
103805,65741,Star Wars: Doctor Aphra,label-ambiguous,items 104130/103805 and 103806/104047 are duplicate copies of the 2022 vols 3-4,Doctor Aphra Vol. 03 - War of the Bounty Hunters (2022) (Digital) (Kileko-Empire).cbz
103995,16610,Star Wars: The Mandalorian: The Manga,label-ambiguous,items 45380 and 103995 are duplicate copies of The Manga v01,Star Wars - The Mandalorian - The Manga v01 (2023) (Digital) (LuCaZ).cbz
107500,65750,Starstruck,label-ambiguous,"Starstruck v1 001-006 are single issues, not collections",Starstruck v1 001[1985-02].cbr
57279,16877,Stormwatch,label-ambiguous,"Stormwatch v3 000 and 019-030 are single issues, not collections",Stormwatch v3 000 (2012) (digital) (Minutemen-PhD).cbr
13479,65768,Stranger Things (2021),label-ambiguous,items 4788/13479 and 4789/13480 are duplicate copies of Library Edition Books 01-02,Stranger Things Library Edition Book 01 (2021) (digital) (Son of Ultron-Empire).cbr
24921,66483,"Streets of Paris, Streets of Murder - The Complete Graphic Noir of Machette and Tardi",label-ambiguous,"items 24811 and 24921, and items 24812 and 24922, are duplicate copies of v01 and v02","Streets of Paris, Streets of Murder - The Complete Graphic Noir of Machette & Tardi Vol. 01 (2020) (Digital) (Dipole).cbr"
16854,17121,Superboy,label-ambiguous,"Superboy v3 033 is a single issue, not a collection",015 Superboy v3 033 (1996) (digital) (OkC.O.M.P.U.T.O.-Novus-HD).cbz
16849,65807,Supergirl (1996),label-ambiguous,"Supergirl v4 003 is a single issue, not a collection",010 Supergirl v4 003 (1996) (digital) (OkC.O.M.P.U.T.O.-Novus-HD).cbz
97985,17159,Superior Spider-Man,label-ambiguous,items 94731 and 97985 are duplicate copies of Vol. 05 - Superior Venom,Superior Spider-Man Vol. 05 - Superior Venom (2014) (Digital TPB) (Zone-Empire).cbr
117986,17159,Superior Spider-Man,label-ambiguous,items 94727 and 117986 are duplicate copies of Vol. 01 - My Own Worst Enemy,Superior Spider-Man Vol. 01 - My Own Worst Enemy (2013) (Digital TPB) (Zone-Empire).cbr
72578,17167,Superman,label-ambiguous,"Superman v3 023.1-023.4 and the v1/v2 items are single issues, not collections",Superman v3 023.1 Bizarro (2013) (Webrip) (The Last Kryptonian-DCP).cbr
72884,17259,Superman and the Justice League America,label-ambiguous,items 67616 and 72884 are duplicate copies of Vol. 02,Superman and Justice League America Vol. 2 (2016) (digital TPB) (Glorith-Novus-HD).cbz
73982,17252,Superman Unchained,label-ambiguous,items 72933 and 73982 are two editions of the same deluxe collection,Superman Unchained Deluxe Edition (2023) (digital) (Son of Ultron-Empire).cbr
72824,17327,Superman: The Man of Steel,label-ambiguous,the cv row on Vol. 02 is a Superman: The City of Tomorrow book,Superman - The Man of Steel Vol. 02 (2020) (digital) (Son of Ultron-Empire).cbr
22694,17514,Tales from the Crypt,label-ambiguous,the cv row on Vol. 01 is an EC Archives book,Tales From The Crypt v01 - The Stalking Dead (2017) (Digital) (Bean-Empire).cbz
65629,36640,Tales of the Green Lantern Corps,label-ambiguous,"items 65471/65629, 65472/65630 and 65473/65631 are duplicate copies of vols 1-3",Tales of The Green Lantern Corps Vol. 01 (2009-01) TPB (digital) (OkC.O.M.P.U.T.O.-Novus-HD).cbz
12245,17548,Tales of the Realm,label-ambiguous,Tales of the Realm 004-005 + TPB Extras is not a collection,Tales of the Realm 004 - 005 + TPB Extras.cbz
42679,17616,Tanpopo Collection,label-ambiguous,items 10806 and 42679 are duplicate copies of Tanpopo Vol. 01,Tanpopo Vol. 01 (2012) (Digital) (DR & Quinch-Empire).cbr
42680,17616,Tanpopo Collection,label-ambiguous,items 10807 and 42680 are duplicate copies of Tanpopo Vol. 02,Tanpopo Vol. 02 (2014) (Digital) (DR & Quinch-Empire).cbr
14255,17641,Tarzan: The New Adventures,label-ambiguous,items 15995 and 14255 are duplicate copies of The New Adventures v01,Edgar Rice Burroughs' Tarzan - The New Adventures v01 (2022) (digital) (Son of Ultron II-Empire).cbr
32283,17705,Teenage Mutant Ninja Turtles Color Classics,label-ambiguous,"TMNT Color Classics v3 001-015 are single issues, not collections",Teenage Mutant Ninja Turtles - Color Classics v3 001 (2015) (b0bafett-Empire).cbr
33913,17762,Teenage Mutant Ninja Turtles: Urban Legends,label-ambiguous,items 32310 and 33913 are duplicate copies of Urban Legends Vol. 01,Teenage Mutant Ninja Turtles - Urban Legends Vol. 01 (2019) (digital) (Raphael-Empire).cbr
6847,17795,Terra Obscura,label-ambiguous,"Terra Obscura v1 01-06 and v2 01-06 are single issues, not collections",Terra Obscura v1 01 (of 6) (2004) (digital) (Tithe-Empire).cbr
21961,17907,The Adventures of Red Sonja,label-ambiguous,items 21557 and 21961 are duplicate copies of Vol. 01,"The Adventures of Red Sonja Vol. 01 (2007, 2nd print) (Digital-Empire).cbr"
112433,58394,The Books of Magic,label-ambiguous,"The Books of Magic v2 items are single issues, not collections",The Books of Magic v2 08.5 (1994) (noads).cbr
21702,18169,The Boys,label-ambiguous,Omnibus Book 03 and Book 06 carry the identical locg 28-72 block,The Boys Omnibus Book 06 (2019) (Digital) (DR & Quinch-Empire).cbr
57760,18176,The Brave and the Bold,label-ambiguous,"Brave and the Bold v2 01-06 are single issues, not collections",Brave and the Bold v2 01 (of 6) (1991).cbz
12773,18221,The Chronicles Of King Conan,label-ambiguous,"items 12773/22535, 12774/22536 and 12775/22537 are duplicate copies of vols 1-3",The Chronicles of King Conan v01 - The Witch of the Mists and Other Stories (2010) (Digital-Empire).cbr
30427,18254,The Comic Book History of Comics,label-ambiguous,"Comic Book History of Comics v2 001-004 are single issues, not collections",Comic Book History of Comics v2 001 (2017) (digital) (Salem-Empire).cbr
20034,66492,The Complete Carl Barks Disney Library,label-ambiguous,"the gcd row on v20 is a Twenty-Four Carat Moon book, not this volume",The Complete Carl Barks Disney Library v20 - Uncle Scrooge - The Mines of King Solomon (2019) (Digital) (Bean-Empire).cbz
35599,18363,The Darkness,label-ambiguous,"The Darkness v2 001-024 are single issues, not collections",The Darkness v2 001 (2002) (Digital) (JK-Empire).cbr
37351,18409,The Department of Truth,label-ambiguous,the cv row on Vol. 03 is the Vol. 01 book,The Department of Truth Vol. 03 - Free Country (2022) (Digital) (DR & Quinch-Empire).cbr
29918,18616,The Flintstones,label-ambiguous,"The Flintstones v2 001 is a single issue, not a collection",The Flintstones v2 001 (Harvey 1992-09) (c2c) (titansfan).cbz
55118,18658,The Fury of Firestorm: The Nuclear Men,label-ambiguous,the cv row on Vol. 02 is the Vol. 01 book,The Fury of Firestorm - The Nuclear Men v02 - The Firestorm Protocols (2013) (digital) (Son of Ultron-Empire).cbr
6612,65963,The Goon (2003),label-ambiguous,the cv row on Goon Vol. 03 is a Return of Labrazio book,"The Goon Vol. 03 - Fishy Men, Witchy Women & Bitter Beer (2021) (digital) (Son of Ultron II-Empire).cbr"
39875,18775,The Heroic Legend of Arslan,label-ambiguous,"Arslan 116-118 v2 are single chapters, not collections",The Heroic Legend of Arslan 116 v2 (2023) (Digital) (Rillant).cbz
98949,18826,The Incredible Hulk,label-ambiguous,"The Incredible Hulk v3 093-094 are single issues, not collections",120 - The Incredible Hulk v3 093.cbr
116449,18841,The Infinity War,label-ambiguous,items 79071 and 116449 are duplicate copies of The Infinity War TPB,The Infinity War (digital TPB) (OkC.O.M.P.U.T.O.-Novus-HD).cbz
25014,18958,The Life and Legend of Wallace Wood,label-ambiguous,items 24548/25014 and 24549/25015 are duplicate copies of vols 1-2,The Life and Legend of Wallace Wood v01 (2017) (Digital) (Bean-Empire).cbz
104782,19033,The Magic Order,label-ambiguous,"The Magic Order V 001-004 are single issues, not collections",The Magic Order V 001 (2024) (digital) (Son of Ultron-Empire).cbr
13650,19087,The Massive - Ninth Wave,label-ambiguous,the cv rows on v01 and v02 are Omnibus books,The Massive v01 - Black Pacific (2013) (digital-Empire).cbr
116958,12038,The Mighty Avengers,label-ambiguous,"vols 3-4 are each held twice (53104/116958, 53105/116959)",Mighty Avengers Vol. 03 - Secret Invasion Book 1 (2009) (Digital) (Asgard-Empire).cbr
