# shelf	signal	detail   (reprobe_cvmissing.py, TOOLS_TODO 32; feed: next_batch.py --s2-file)
S15369	g	provider-missing: CV 62604 "Sergio Aragonés The Groo Kingdom" 2001 Dark Horse Comics 1 issues — far (gap 21), found by 'Sergio Aragonés The Groo Kingdom' (via CV candidate name "Sergio Aragonés The Groo Kingdom"); invisible before TODO 30
S15369	g	provider-missing: CV 60588 "Sergio Aragonés Groo and Rufferto" 2000 Dark Horse Comics 1 issues — far (gap 22), found by 'Sergio Aragonés Groo and Rufferto' (via CV candidate name "Sergio Aragonés Groo and Rufferto"); invisible before TODO 30
S15369	g	provider-missing: CV 36520 "Sergio Aragonés' Groo And Rufferto" 1998 Dark Horse Comics 4 issues — far (gap 24), found by 'Sergio Aragonés Groo and Rufferto' (via CV candidate name "Sergio Aragonés Groo and Rufferto"); invisible before TODO 30
S15370	g	provider-missing: CV 29450 "Mad Look at the 60's" 1989 Warner Books 1 issues — far (gap 35), found by 'Mad Look at the 60's' (via CV candidate name "Mad Look at the 60's"); invisible before TODO 30
S15370	g	provider-missing: CV 29310 "Mad Look at the Future" 1978 Warner Books 1 issues — far (gap 46), found by 'Mad Look at the Future' (via CV candidate name "Mad Look at the Future"); invisible before TODO 30
S15371	g	provider-missing: CV 29450 "Mad Look at the 60's" 1989 Warner Books 1 issues — far (gap 35), found by 'Mad Look at the 60's' (via CV candidate name "Mad Look at the 60's"); invisible before TODO 30
S15371	g	provider-missing: CV 29310 "Mad Look at the Future" 1978 Warner Books 1 issues — far (gap 46), found by 'Mad Look at the Future' (via CV candidate name "Mad Look at the Future"); invisible before TODO 30
S15373	g	provider-missing: CV 29310 "Mad Look at the Future" 1978 Warner Books 1 issues — far (gap 46), found by 'Mad Look at the Future' (via CV candidate name "Mad Look at the Future"); invisible before TODO 30
S15374	g	provider-missing: CV 29450 "Mad Look at the 60's" 1989 Warner Books 1 issues — far (gap 35), found by 'Mad Look at the 60's' (via CV candidate name "Mad Look at the 60's"); invisible before TODO 30
S15374	g	provider-missing: CV 29310 "Mad Look at the Future" 1978 Warner Books 1 issues — far (gap 46), found by 'Mad Look at the Future' (via CV candidate name "Mad Look at the Future"); invisible before TODO 30
S15375	g	provider-missing: CV 29450 "Mad Look at the 60's" 1989 Warner Books 1 issues — far (gap 35), found by 'Mad Look at the 60's' (via CV candidate name "Mad Look at the 60's"); invisible before TODO 30
S15375	g	provider-missing: CV 29566 "Mad Look at the 50's" 1985 Warner Books 1 issues — far (gap 39), found by 'Mad Look at the 50's' (via CV candidate name "Mad Look at the 50's"); invisible before TODO 30
S15375	g	provider-missing: CV 29310 "Mad Look at the Future" 1978 Warner Books 1 issues — far (gap 46), found by 'Mad Look at the Future' (via CV candidate name "Mad Look at the Future"); invisible before TODO 30
S15381	g	provider-missing: CV 46273 "The Best of Drawn & Quarterly" 1993 Drawn & Quarterly 1 issues — far (gap 22), found by 'The Best of Drawn & Quarterly' (via CV candidate name "The Best of Drawn & Quarterly"); invisible before TODO 30
S15414	g	provider-missing: CV 43900 "Essential Sgt. Fury and His Howling Commandos" 2011 Marvel 1 issues — far (gap 2), found by 'Essential Sgt. Fury and His Howling Commandos' (via CV candidate name "Essential Sgt. Fury and His Howling Commandos"); invisible before TODO 30
S15414	g	provider-missing: CV 2132 "Sgt. Fury and His Howling Commandos" 1974 Marvel 47 issues — far (gap 35), found by 'Sgt. Fury and His Howling Commandos' (own spelling); invisible before TODO 30
S15496	g	provider-missing: CV 56724 "Marvel Comics The Untold Story" 2012 HarperCollins 1 issues — far (gap 4), found by 'Marvel Comics The Untold Story' (via CV candidate name "Marvel Comics The Untold Story"); invisible before TODO 30
S15497	g	S cv=-: CV 118267 "She Could Fly: The Lost Pilot" 2019 Dark Horse Comics 5 issues — near (gap 0), found by 'She Could Fly: The Lost Pilot' (via CV candidate name "She Could Fly: The Lost Pilot"); invisible before TODO 30
S15497	g	S cv=-: CV 123252 "She Could Fly: The Lost Pilot" 2019 Dark Horse Comics 1 issues — near (gap 0), found by 'She Could Fly: The Lost Pilot' (via CV candidate name "She Could Fly: The Lost Pilot"); invisible before TODO 30
S15511	g	provider-missing: CV 77530 "She-Hulk: Law and Disorder" 2014 Marvel 1 issues — far (gap 8), found by 'She-Hulk: Law and Disorder' (via CV candidate name "She-Hulk: Law and Disorder"); invisible before TODO 30
S15516	g	provider-missing: CV 124899 "She-Ra and the Princesses of Power: Legend of the Fire Princess" 2020 Scholastic Book Services 1 issues — near (gap 1), found by 'She-Ra and the Princesses of Power: Legend of the Fire Princess' (via CV candidate name "She-Ra and the Princesses of Power: Legend of the Fire Princess"); invisible before TODO 30
S15516	g	provider-missing: CV 93380 "He-Man and She-Ra: A Complete Guide To the Classic Animated Adventures" 2016 Dark Horse Comics 1 issues — far (gap 3), found by 'He-Man and She-Ra: A Complete Guide To the Classic Animated Adventures' (via CV candidate name "He-Man and She-Ra: A Complete Guide To the Classic Animated Adventures"); invisible before TODO 30
S15516	g	provider-missing: CV 159080 "Princess of Power: The Sword of She-Ra" 1985 Western Publishing 1 issues — far (gap 34), found by 'Princess of Power: The Sword of She-Ra' (via CV candidate name "Princess of Power: The Sword of She-Ra"); invisible before TODO 30
S15558	g	provider-missing: CV 100141 "The Torture Report: A Graphic Adaptation" 2017 Skyhorse Publishing 1 issues — near (gap 1), found by 'The Torture Report: A Graphic Adaptation' (via CV candidate name "The Torture Report: A Graphic Adaptation"); invisible before TODO 30
S15560	g	S cv=-+provider-missing: CV 110635 "Scout Comics Presents: The Mall" 2018 Scout Comics 1 issues — far (gap 3), found by 'Scout Comics Presents: The Mall' (via CV candidate name "Scout Comics Presents: The Mall"); invisible before TODO 30
S15614	g	provider-missing: CV 110716 "Silence: Wall of Sound Edition" 2018 Cheshire Cat Art 1 issues — far (gap 2), found by 'Silence - Wall of Sound Edition' (own spelling); invisible before TODO 30
S15662	g	S cv=-+provider-missing: CV 104906 "Simpsons One-Shot Wonders: The Mighty Moe Szyslak" 2017 Bongo 1 issues — far (gap 2), found by 'Simpsons One-Shot Wonders: The Mighty Moe Szyslak' (via CV candidate name "Simpsons One-Shot Wonders: The Mighty Moe Szyslak"); invisible before TODO 30
S15663	g	S cv=-+provider-missing: CV 104906 "Simpsons One-Shot Wonders: The Mighty Moe Szyslak" 2017 Bongo 1 issues — far (gap 2), found by 'Simpsons One-Shot Wonders: The Mighty Moe Szyslak' (via CV candidate name "Simpsons One-Shot Wonders: The Mighty Moe Szyslak"); invisible before TODO 30
S15700	g	provider-missing: CV 136036 "Sirens of the Norse Sea" 2021 Humanoids 1 issues — near (gap 0), found by 'Sirens of the Norse Sea' (own spelling); invisible before TODO 30
S15706	g	S cv=-+provider-missing: CV 27791 "FemForce Versus The Claw" 2002 AC Comics 1 issues — far (gap 18), found by 'FemForce Versus The Claw' (via CV candidate name "FemForce Versus The Claw"); invisible before TODO 30
S15712	g	provider-missing: CV 62490 "DC Comics: Sixty Years of the World’s Favorite Comic Book Heroes" 1995 Bulfinch Press 1 issues — far (gap 27), found by 'DC Comics: Sixty Years of the World’s Favorite Comic Book Heroes' (via CV candidate name "DC Comics: Sixty Years of the World’s Favorite Comic Book Heroes"); invisible before TODO 30
S15715	g	provider-missing: CV 57054 "Walt and Skeezix" 2005 Drawn & Quarterly 7 issues — far (gap 81), found by 'Walt and Skeezix' (via CV candidate name "Walt and Skeezix"); invisible before TODO 30
S15715	g	provider-missing: CV 54722 "Sundays with Walt and Skeezix" 2007 Sunday Press Books 1 issues — far (gap 83), found by 'Sundays with Walt and Skeezix' (via CV candidate name "Sundays with Walt and Skeezix"); invisible before TODO 30
S15718	g	S cv=-+provider-missing: CV 117354 "Aspen: The Year Ahead 2019" 2019 Aspen MLT 1 issues — far (gap 5), found by 'Aspen: The Year Ahead 2019' (via CV candidate name "Aspen: The Year Ahead 2019"); invisible before TODO 30
S15726	g	provider-missing: CV 119543 "The Marvel Art of Skottie Young" 2019 Marvel 1 issues — far (gap 5), found by 'The Marvel Art of Skottie Young' (via CV candidate name "The Marvel Art of Skottie Young"); invisible before TODO 30
S15727	g	provider-missing: CV 119543 "The Marvel Art of Skottie Young" 2019 Marvel 1 issues — far (gap 9), found by 'The Marvel Art of Skottie Young' (via CV candidate name "The Marvel Art of Skottie Young"); invisible before TODO 30
S15778	g	provider-missing: CV 59005 "Return of the Originals: Black Bat" 2011 Moonstone 1 issues — far (gap 13), found by 'Return of the Originals: Black Bat' (via CV candidate name "Return of the Originals: Black Bat"); invisible before TODO 30
S15786	g	S cv=-+provider-missing: CV 66366 "The Life and Times of Julius Destructus" 2011 self published 1 issues — far (gap 11), found by 'The Life and Times of Julius Destructus' (via CV candidate name "The Life and Times of Julius Destructus"); invisible before TODO 30
S15786	g	S cv=-+provider-missing: CV 26067 "The Life and Times of Savior 28" 2009 IDW Publishing 5 issues — far (gap 13), found by 'The Life and Times of Savior 28' (via CV candidate name "The Life and Times of Savior 28"); invisible before TODO 30
S15786	g	S cv=-+provider-missing: CV 94239 "The Life and Times of Savior 28" 2009 IDW Publishing 1 issues — far (gap 13), found by 'The Life and Times of Savior 28' (via CV candidate name "The Life and Times of Savior 28"); invisible before TODO 30
S15786	g	S cv=-+provider-missing: CV 28393 "The Life and Times of Brandee Starr" 1988 Nuance, Inc 1 issues — far (gap 34), found by 'The Life and Times of Brandee Starr' (via CV candidate name "The Life and Times of Brandee Starr"); invisible before TODO 30
S15817	g	provider-missing: CV 99876 "Snoopy To the Rescue: A Peanuts Collection" 2017 Andrews McMeel Publishing 1 issues — far (gap 6), found by 'Snoopy To the Rescue: A Peanuts Collection' (via CV candidate name "Snoopy To the Rescue: A Peanuts Collection"); invisible before TODO 30
S15817	g	provider-missing: CV 86246 "Peanuts: The Snoopy Special" 2015 Boom! Studios 1 issues — far (gap 8), found by 'Peanuts: The Snoopy Special' (via CV candidate name "Peanuts: The Snoopy Special"); invisible before TODO 30
S15833	g	provider-missing: CV 63138 "So Beautiful And So Dangerous" 1978 Simon and Schuster 1 issues — far (gap 35), found by 'So Beautiful And So Dangerous' (via CV candidate name "So Beautiful And So Dangerous"); invisible before TODO 30
S15840	g	provider-missing: CV 60847 "Into the Woods" 2012 Aye Saw Comics 1 issues — far (gap 2), found by 'Into the Woods' (via CV candidate name "Into the Woods"); invisible before TODO 30
S15843	g	provider-missing: CV 75941 "Female Force: Women of Europe" 2014 TidalWave Productions 1 issues — far (gap 9), found by 'Female Force: Women of Europe' (via CV candidate name "Female Force: Women of Europe"); invisible before TODO 30
S15876	g	provider-missing: CV 149778 "Something Under the Bed is Drooling" 1989 Sphere 1 issues — far (gap 26), found by 'Something Under the Bed is Drooling' (via CV candidate name "Something Under the Bed is Drooling"); invisible before TODO 30
S15876	g	provider-missing: CV 7354 "Something Under the Bed is Drooling" 1988 Andrews McMeel Publishing 1 issues — far (gap 27), found by 'Something Under the Bed is Drooling' (via CV candidate name "Something Under the Bed is Drooling"); invisible before TODO 30
S15898	g	provider-missing: CV 131958 "Sonic the Hedgehog" 2019 ECC Ediciones 50 issues — far (gap 5), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15898	g	provider-missing: CV 109575 "Sonic the Hedgehog" 2018 IDW Publishing 82 issues — far (gap 6), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15898	g	provider-missing: CV 112927 "Sonic the Hedgehog" 2018 IDW Publishing 19 issues — far (gap 6), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15898	g	provider-missing: CV 11074 "Sonic the Hedgehog" 1993 Archie Comics 291 issues — far (gap 31), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15898	g	provider-missing: CV 23689 "Sonic the Hedgehog" 1993 Archie Comics 4 issues — far (gap 31), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15898	g	provider-missing: CV 27256 "Sonic the Hedgehog" 1991 Sega 1 issues — far (gap 33), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15905	g	provider-missing: CV 109575 "Sonic the Hedgehog" 2018 IDW Publishing 82 issues — far (gap 5), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15905	g	provider-missing: CV 112927 "Sonic the Hedgehog" 2018 IDW Publishing 19 issues — far (gap 5), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15905	g	provider-missing: CV 131958 "Sonic the Hedgehog" 2019 ECC Ediciones 50 issues — far (gap 6), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15905	g	provider-missing: CV 11074 "Sonic the Hedgehog" 1993 Archie Comics 291 issues — far (gap 20), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15905	g	provider-missing: CV 23689 "Sonic the Hedgehog" 1993 Archie Comics 4 issues — far (gap 20), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15905	g	provider-missing: CV 27256 "Sonic the Hedgehog" 1991 Sega 1 issues — far (gap 22), found by 'Sonic the Hedgehog' (via CV candidate name "Sonic the Hedgehog"); invisible before TODO 30
S15934	g	provider-missing: CV 75941 "Female Force: Women of Europe" 2014 TidalWave Productions 1 issues — far (gap 6), found by 'Female Force: Women of Europe' (via CV candidate name "Female Force: Women of Europe"); invisible before TODO 30
S15943	g	S cv=-+provider-missing: CV 34314 "Major Inapak The Space Ace" 1951 Magazine Enterprises 1 issues — far (gap 52), found by 'Major Inapak The Space Ace' (via CV candidate name "Major Inapak The Space Ace"); invisible before TODO 30
S15964	g	S cv=-+provider-missing: CV 121929 "Of Space" 2019 Weaselmeizters 1 issues — far (gap 3), found by 'Of Space' (via CV candidate name "Of Space"); invisible before TODO 30
S16027	g	S cv=-+provider-missing: CV 113459 "Rx: A Graphic Memoir" 2018 Warner Books 1 issues — far (gap 2), found by 'Rx: A Graphic Memoir' (via CV candidate name "Rx: A Graphic Memoir"); invisible before TODO 30
S16027	g	S cv=-+provider-missing: CV 94677 "Flying Couch: A Graphic Memoir" 2016 Black Balloon Publishing 1 issues — far (gap 4), found by 'Flying Couch: A Graphic Memoir' (via CV candidate name "Flying Couch: A Graphic Memoir"); invisible before TODO 30
S16027	g	S cv=-+provider-missing: CV 84294 "Prison Island: A Graphic Memoir" 2015 Zest Books 1 issues — far (gap 5), found by 'Prison Island: A Graphic Memoir' (via CV candidate name "Prison Island: A Graphic Memoir"); invisible before TODO 30
S16126	g	provider-missing: CV 139572 "Spider-Man: The Spider's Shadow" 2021 Marvel 1 issues — near (gap 0), found by 'Spider-Man: The Spider's Shadow' (own spelling); invisible before TODO 30
S16126	g	provider-missing: CV 65758 "The Amazing Spider-Man: Life and Death of Spiders" 2003 Marvel 1 issues — far (gap 18), found by 'The Amazing Spider-Man: Life and Death of Spiders' (via CV candidate name "The Amazing Spider-Man: Life and Death of Spiders"); invisible before TODO 30
S16127	g	provider-missing: CV 5328 "Spider-Man: The Mutant Agenda" 1994 Marvel 4 issues — far (gap 4), found by 'Spider-Man: The Mutant Agenda' (via CV candidate name "Spider-Man: The Mutant Agenda"); invisible before TODO 30
S16127	g	provider-missing: CV 43029 "Spider-Man: The Vengeance of Venom" 2011 Marvel 1 issues — far (gap 13), found by 'Spider-Man: The Vengeance of Venom' (via CV candidate name "Spider-Man: The Vengeance of Venom"); invisible before TODO 30
S16127	g	provider-missing: CV 54343 "Spider-Man: The Mutant Agenda" 2012 Marvel 1 issues — far (gap 14), found by 'Spider-Man: The Mutant Agenda' (via CV candidate name "Spider-Man: The Mutant Agenda"); invisible before TODO 30
S16128	g	provider-missing: CV 116258 "Marvel Super Hero Adventures: Spider-Man – Across the Spider-Verse" 2019 Marvel 1 issues — far (gap 7), found by 'Marvel Super Hero Adventures: Spider-Man – Across the Spider-Verse' (via CV candidate name "Marvel Super Hero Adventures: Spider-Man – Across the Spider-Verse"); invisible before TODO 30
S16129	g	provider-missing: CV 27082 "Spider-Man: Birth of Venom" 2007 Marvel 1 issues — far (gap 15), found by 'Spider-Man: Birth of Venom' (via CV candidate name "Spider-Man: Birth of Venom"); invisible before TODO 30
S16129	g	provider-missing: CV 43029 "Spider-Man: The Vengeance of Venom" 2011 Marvel 1 issues — far (gap 19), found by 'Spider-Man: The Vengeance of Venom' (via CV candidate name "Spider-Man: The Vengeance of Venom"); invisible before TODO 30
S16144	g	provider-missing: CV 47659 "Spider-Man and his Amazing Friends" 1983 Marvel UK/Panini UK 26 issues — far (gap 23), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16144	g	provider-missing: CV 26291 "Spider-Man and His Amazing Friends" 1981 Marvel 1 issues — far (gap 25), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16168	g	provider-missing: CV 26813 "Spider-Man and the Incredible Hulk" 1982 Marvel 1 issues — far (gap 41), found by 'Spider-Man and the Incredible Hulk' (via CV candidate name "Spider-Man and the Incredible Hulk"); invisible before TODO 30
S16168	g	provider-missing: CV 52381 "Spider-Man and the Incredible Hulk" 1982 Marvel 1 issues — far (gap 41), found by 'Spider-Man and the Incredible Hulk' (via CV candidate name "Spider-Man and the Incredible Hulk"); invisible before TODO 30
S16168	g	provider-missing: CV 52382 "Spider-Man and the Incredible Hulk" 1982 Marvel 1 issues — far (gap 41), found by 'Spider-Man and the Incredible Hulk' (via CV candidate name "Spider-Man and the Incredible Hulk"); invisible before TODO 30
S16168	g	provider-missing: CV 52383 "Spider-Man and the Incredible Hulk" 1982 Marvel 1 issues — far (gap 41), found by 'Spider-Man and the Incredible Hulk' (via CV candidate name "Spider-Man and the Incredible Hulk"); invisible before TODO 30
S16168	g	provider-missing: CV 42606 "Spider-Man and the Incredible Hulk" 1981 Marvel 1 issues — far (gap 42), found by 'Spider-Man and the Incredible Hulk' (via CV candidate name "Spider-Man and the Incredible Hulk"); invisible before TODO 30
S16181	g	provider-missing: CV 34307 "Adventures in Reading Starring the Amazing Spider-Man" 1991 Marvel 1 issues — far (gap 5), found by 'Adventures in Reading Starring the Amazing Spider-Man' (via CV name "Adventures in Reading Starring the Amazing Spider-Man"); invisible before TODO 30
S16181	g	provider-missing: CV 27998 "Adventures in Reading Starring the Amazing Spider-Man" 1990 Marvel 1 issues — far (gap 6), found by 'Adventures in Reading Starring the Amazing Spider-Man' (via CV name "Adventures in Reading Starring the Amazing Spider-Man"); invisible before TODO 30
S16206	g	provider-missing: CV 28301 "Spider-Man: Death of Captain Stacy" 2004 Marvel 1 issues — far (gap 5), found by 'Spider-Man: Death of Captain Stacy' (via CV candidate name "Spider-Man: Death of Captain Stacy"); invisible before TODO 30
S16209	g	provider-missing: CV 121743 "Spider-Man: Far From Home: The Art of the Movie" 2019 Marvel 1 issues — near (gap 0), found by 'Spider-Man: Far From Home: The Art of the Movie' (via CV candidate name "Spider-Man: Far From Home: The Art of the Movie"); invisible before TODO 30
S16234	g	S cv=-: CV 32699 "Spider-Man: The Gauntlet - Rhino and Mysterio" 2010 Marvel 1 issues — near (gap 0), found by 'Spider-Man: The Gauntlet - Rhino and Mysterio' (via CV candidate name "Spider-Man: The Gauntlet - Rhino and Mysterio"); invisible before TODO 30
S16234	g	S cv=-: CV 35046 "Spider-Man: The Gauntlet - Juggernaut" 2010 Marvel 1 issues — near (gap 0), found by 'Spider-Man: The Gauntlet - Juggernaut' (via CV candidate name "Spider-Man: The Gauntlet - Juggernaut"); invisible before TODO 30
S16234	g	S cv=-: CV 35738 "Spider-Man: The Gauntlet: Lizard" 2010 Marvel 1 issues — near (gap 0), found by 'Spider-Man: The Gauntlet: Lizard' (via CV candidate name "Spider-Man: The Gauntlet: Lizard"); invisible before TODO 30
S16240	g	provider-missing: CV 32903 "Spider-Man: The Clone Journal" 1995 Marvel 1 issues — far (gap 2), found by 'Spider-Man: The Clone Journal' (via CV candidate name "Spider-Man: The Clone Journal"); invisible before TODO 30
S16240	g	provider-missing: CV 37181 "Amazing Spider-Man: The Osborn Identity" 2010 Marvel 1 issues — far (gap 13), found by 'Amazing Spider-Man: The Osborn Identity' (via CV candidate name "Amazing Spider-Man: The Osborn Identity"); invisible before TODO 30
S16240	g	provider-missing: CV 130394 "Amazing Spider-Man: The Sins of Norman Osborn" 2020 Marvel 1 issues — far (gap 23), found by 'Amazing Spider-Man: The Sins of Norman Osborn' (via CV candidate name "Amazing Spider-Man: The Sins of Norman Osborn"); invisible before TODO 30
S16246	g	provider-missing: CV 151457 "Marvel Super Hero Adventures: Spider-Man and the Stolen Vibranium Infinite Comic " 2018 Marvel 2 issues — far (gap 2), found by 'Marvel Super Hero Adventures: Spider-Man and the Stolen Vibranium Infinite Comic ' (via CV candidate name "Marvel Super Hero Adventures: Spider-Man and the Stolen Vibranium Infinite Comic "); invisible before TODO 30
S16273	g	provider-missing: CV 142133 "Spidey and His Amazing Friends: Team Spidey Does It All!" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends: Team Spidey Does It All!' (via CV candidate name "Spidey and His Amazing Friends: Team Spidey Does It All!"); invisible before TODO 30
S16273	g	provider-missing: CV 142943 "Spidey and His Amazing Friends Free Comic" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends Free Comic' (via CV candidate name "Spidey and His Amazing Friends Free Comic"); invisible before TODO 30
S16273	g	provider-missing: CV 159262 "Spidey and His Amazing Friends" 2024 Marvel 2 issues — far (gap 3), found by 'Spidey and His Amazing Friends' (via GCD name "Spidey and His Amazing Friends"); invisible before TODO 30
S16274	g	provider-missing: CV 142133 "Spidey and His Amazing Friends: Team Spidey Does It All!" 2022 Marvel 1 issues — near (gap 0), found by 'Spidey and His Amazing Friends: Team Spidey Does It All!' (via CV candidate name "Spidey and His Amazing Friends: Team Spidey Does It All!"); invisible before TODO 30
S16274	g	provider-missing: CV 142943 "Spidey and His Amazing Friends Free Comic" 2022 Marvel 1 issues — near (gap 0), found by 'Spidey and His Amazing Friends Free Comic' (via CV candidate name "Spidey and His Amazing Friends Free Comic"); invisible before TODO 30
S16274	g	provider-missing: CV 159262 "Spidey and His Amazing Friends" 2024 Marvel 2 issues — far (gap 2), found by 'Spidey and His Amazing Friends' (via GCD name "Spidey and His Amazing Friends"); invisible before TODO 30
S16274	g	provider-missing: CV 47659 "Spider-Man and his Amazing Friends" 1983 Marvel UK/Panini UK 26 issues — far (gap 39), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16274	g	provider-missing: CV 26291 "Spider-Man and His Amazing Friends" 1981 Marvel 1 issues — far (gap 41), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16275	g	provider-missing: CV 142133 "Spidey and His Amazing Friends: Team Spidey Does It All!" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends: Team Spidey Does It All!' (via CV candidate name "Spidey and His Amazing Friends: Team Spidey Does It All!"); invisible before TODO 30
S16275	g	provider-missing: CV 142943 "Spidey and His Amazing Friends Free Comic" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends Free Comic' (via CV candidate name "Spidey and His Amazing Friends Free Comic"); invisible before TODO 30
S16275	g	provider-missing: CV 159262 "Spidey and His Amazing Friends" 2024 Marvel 2 issues — far (gap 3), found by 'Spidey and His Amazing Friends' (via GCD name "Spidey and His Amazing Friends"); invisible before TODO 30
S16275	g	provider-missing: CV 47659 "Spider-Man and his Amazing Friends" 1983 Marvel UK/Panini UK 26 issues — far (gap 38), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16275	g	provider-missing: CV 26291 "Spider-Man and His Amazing Friends" 1981 Marvel 1 issues — far (gap 40), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16276	g	provider-missing: CV 142133 "Spidey and His Amazing Friends: Team Spidey Does It All!" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends: Team Spidey Does It All!' (via CV candidate name "Spidey and His Amazing Friends: Team Spidey Does It All!"); invisible before TODO 30
S16276	g	provider-missing: CV 142943 "Spidey and His Amazing Friends Free Comic" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends Free Comic' (via CV candidate name "Spidey and His Amazing Friends Free Comic"); invisible before TODO 30
S16276	g	provider-missing: CV 159262 "Spidey and His Amazing Friends" 2024 Marvel 2 issues — near (gap 1), found by 'Spidey and His Amazing Friends' (via GCD name "Spidey and His Amazing Friends"); invisible before TODO 30
S16276	g	provider-missing: CV 47659 "Spider-Man and his Amazing Friends" 1983 Marvel UK/Panini UK 26 issues — far (gap 40), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16276	g	provider-missing: CV 26291 "Spider-Man and His Amazing Friends" 1981 Marvel 1 issues — far (gap 42), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16277	g	provider-missing: CV 142133 "Spidey and His Amazing Friends: Team Spidey Does It All!" 2022 Marvel 1 issues — near (gap 0), found by 'Spidey and His Amazing Friends: Team Spidey Does It All!' (via CV candidate name "Spidey and His Amazing Friends: Team Spidey Does It All!"); invisible before TODO 30
S16277	g	provider-missing: CV 142943 "Spidey and His Amazing Friends Free Comic" 2022 Marvel 1 issues — near (gap 0), found by 'Spidey and His Amazing Friends Free Comic' (via CV candidate name "Spidey and His Amazing Friends Free Comic"); invisible before TODO 30
S16277	g	provider-missing: CV 159262 "Spidey and His Amazing Friends" 2024 Marvel 2 issues — far (gap 2), found by 'Spidey and His Amazing Friends' (via GCD name "Spidey and His Amazing Friends"); invisible before TODO 30
S16278	g	provider-missing: CV 142133 "Spidey and His Amazing Friends: Team Spidey Does It All!" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends: Team Spidey Does It All!' (via CV candidate name "Spidey and His Amazing Friends: Team Spidey Does It All!"); invisible before TODO 30
S16278	g	provider-missing: CV 142943 "Spidey and His Amazing Friends Free Comic" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends Free Comic' (via CV candidate name "Spidey and His Amazing Friends Free Comic"); invisible before TODO 30
S16278	g	provider-missing: CV 159262 "Spidey and His Amazing Friends" 2024 Marvel 2 issues — far (gap 3), found by 'Spidey and His Amazing Friends' (via GCD name "Spidey and His Amazing Friends"); invisible before TODO 30
S16278	g	provider-missing: CV 47659 "Spider-Man and his Amazing Friends" 1983 Marvel UK/Panini UK 26 issues — far (gap 38), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16278	g	provider-missing: CV 26291 "Spider-Man and His Amazing Friends" 1981 Marvel 1 issues — far (gap 40), found by 'Spider-Man and His Amazing Friends' (via CV candidate name "Spider-Man and His Amazing Friends"); invisible before TODO 30
S16279	g	provider-missing: CV 142133 "Spidey and His Amazing Friends: Team Spidey Does It All!" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends: Team Spidey Does It All!' (via CV candidate name "Spidey and His Amazing Friends: Team Spidey Does It All!"); invisible before TODO 30
